,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.020948704016134658,0.04624387552983428,0.9997030257667634
chunk_number_in_heap,0.020948704016134658,1.0,0.0035804330085019943,0.020877912765525808
chunk_ptrs,0.04624387552983428,0.0035804330085019943,1.0,0.021887525609205184
chunk_vns,0.9997030257667634,0.020877912765525808,0.021887525609205184,1.0
