,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.3602532426281201,-0.026440599055118825,0.9999999331609215
chunk_number_in_heap,0.3602532426281201,1.0,-0.0046457075412151315,0.3602508975514009
chunk_ptrs,-0.026440599055118825,-0.0046457075412151315,1.0,-0.026805181744682296
chunk_vns,0.9999999331609215,0.3602508975514009,-0.026805181744682296,1.0
