,byte_0,byte_1,byte_10,byte_11,byte_2,byte_3,byte_4,byte_5,byte_6,byte_7,byte_8,byte_9,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
byte_0,1.0,0.6211512232348153,0.046581287454610584,0.12619427144375567,0.4548646130854312,0.27895784924206113,0.2695508913343691,0.24671444015107558,-0.27021406675605325,-0.2501000511362569,-0.18806202336603775,-0.18568317568539916,-0.03255698359401482,0.5482745238873162,-0.0494366790997207,-0.028697214132598743
byte_1,0.6211512232348153,1.0,0.037573951863299704,0.11885736422917594,0.47752971722781173,0.289334314791632,0.2723411413421135,0.24486992824716047,-0.27311722401871685,-0.2563084638121392,-0.19275320613360933,-0.189251371437214,-0.0334896247449001,0.5642623783574231,-0.051860396154201585,-0.029426710563567365
byte_10,0.046581287454610584,0.037573951863299704,1.0,0.4512715789909816,-0.11668084426266792,-0.19678792244617097,-0.17023386331185122,-0.13149543175190656,-0.16614182827823182,-0.17553512034057367,0.4249279345381093,0.43030924873354687,-0.017781461954894124,-0.11700739178202432,-0.12147939520310272,-0.006638661727664368
byte_11,0.12619427144375567,0.11885736422917594,0.4512715789909816,1.0,0.016285018872452678,0.08772209944511256,0.04536558932326045,0.00348364810367912,-0.13471522265973934,-0.12038963698492584,0.16530451804119836,0.18375450622869496,-0.012129842975664464,0.0133869786246308,0.07495725043607586,-0.01957307089950733
byte_2,0.4548646130854312,0.47752971722781173,-0.11668084426266792,0.016285018872452678,1.0,0.4650088455321394,0.4493796972892429,0.4280674400973992,0.09946664539873962,0.0970926110094593,-0.38889097007209483,-0.36749828009813923,-0.015010306973371659,0.42892300636319436,0.27170863705893866,-0.041296732825374174
byte_3,0.27895784924206113,0.289334314791632,-0.19678792244617097,0.08772209944511256,0.4650088455321394,1.0,0.4376371651851283,0.4310677243960892,0.23457560322688048,0.23847042201229698,-0.4025569342287422,-0.3793095167953921,-0.0045018392553062645,0.28008454668349914,0.37264449563966234,-0.04013255075126938
byte_4,0.2695508913343691,0.2723411413421135,-0.17023386331185122,0.04536558932326045,0.4493796972892429,0.4376371651851283,1.0,0.4328326505098982,0.23999334762408675,0.23694227236746757,-0.4095760247007075,-0.3817756724351297,-0.0026223373641246477,0.2790543468845594,0.3880876630359174,-0.039668284819817226
byte_5,0.24671444015107558,0.24486992824716047,-0.13149543175190656,0.00348364810367912,0.4280674400973992,0.4310677243960892,0.4328326505098982,1.0,0.2783877986656848,0.2908612414746049,-0.32143971960422985,-0.31423622368781484,-0.007285731430319331,0.22666775231540842,0.36204266701936827,-0.041968581304396776
byte_6,-0.27021406675605325,-0.27311722401871685,-0.16614182827823182,-0.13471522265973934,0.09946664539873962,0.23457560322688048,0.23999334762408675,0.2783877986656848,1.0,0.6896349907024449,-0.10802305538925643,-0.088404139614569,0.040154709081372884,-0.3138634363248267,0.3756122845066054,0.0054021526885443556
byte_7,-0.2501000511362569,-0.2563084638121392,-0.17553512034057367,-0.12038963698492584,0.0970926110094593,0.23847042201229698,0.23694227236746757,0.2908612414746049,0.6896349907024449,1.0,-0.09184338207366484,-0.07230364955145711,0.043856253932334936,-0.3047788828247669,0.3528271417501746,0.011370039525063304
byte_8,-0.18806202336603775,-0.19275320613360933,0.4249279345381093,0.16530451804119836,-0.38889097007209483,-0.4025569342287422,-0.4095760247007075,-0.32143971960422985,-0.10802305538925643,-0.09184338207366484,1.0,0.7141989927845772,-0.01656642517768754,-0.3326580274902856,-0.528164857612533,0.03332817445060118
byte_9,-0.18568317568539916,-0.189251371437214,0.43030924873354687,0.18375450622869496,-0.36749828009813923,-0.3793095167953921,-0.3817756724351297,-0.31423622368781484,-0.088404139614569,-0.07230364955145711,0.7141989927845772,1.0,-0.014485550271006465,-0.3205625054457182,-0.5217541694853806,0.03487852601060057
chunk_byte_size,-0.03255698359401482,-0.0334896247449001,-0.017781461954894124,-0.012129842975664464,-0.015010306973371659,-0.0045018392553062645,-0.0026223373641246477,-0.007285731430319331,0.040154709081372884,0.043856253932334936,-0.01656642517768754,-0.014485550271006465,1.0,5.07547440924852e-05,0.32328016824646677,0.9959118884476336
chunk_number_in_heap,0.5482745238873162,0.5642623783574231,-0.11700739178202432,0.0133869786246308,0.42892300636319436,0.28008454668349914,0.2790543468845594,0.22666775231540842,-0.3138634363248267,-0.3047788828247669,-0.3326580274902856,-0.3205625054457182,5.07547440924852e-05,1.0,0.011702866695831607,-0.0011090143254610227
chunk_ptrs,-0.0494366790997207,-0.051860396154201585,-0.12147939520310272,0.07495725043607586,0.27170863705893866,0.37264449563966234,0.3880876630359174,0.36204266701936827,0.3756122845066054,0.3528271417501746,-0.528164857612533,-0.5217541694853806,0.32328016824646677,0.011702866695831607,1.0,0.2365447336777949
chunk_vns,-0.028697214132598743,-0.029426710563567365,-0.006638661727664368,-0.01957307089950733,-0.041296732825374174,-0.04013255075126938,-0.039668284819817226,-0.041968581304396776,0.0054021526885443556,0.011370039525063304,0.03332817445060118,0.03487852601060057,0.9959118884476336,-0.0011090143254610227,0.2365447336777949,1.0
