,embedded_0,embedded_1,embedded_2,embedded_3,embedded_4,embedded_5,embedded_6,embedded_7
embedded_0,1.0,-0.2611666289481492,-0.9408164241881483,-0.9633675462806951,0.9767029278464138,0.984337986771826,-0.8929212112149542,0.925178406277681
embedded_1,-0.2611666289481492,1.0,0.03765725369629215,0.08654792185036064,-0.11091045639009967,-0.3840187038122858,-0.02366922742521147,-0.03014245157879221
embedded_2,-0.9408164241881483,0.03765725369629215,1.0,0.9948434385162153,-0.9898172715671313,-0.9024274990996487,0.9891992264654381,-0.991684554790715
embedded_3,-0.9633675462806951,0.08654792185036064,0.9948434385162153,1.0,-0.9977956159915741,-0.9240584487607029,0.9695371519399661,-0.9794935879510107
embedded_4,0.9767029278464138,-0.11091045639009967,-0.9898172715671313,-0.9977956159915741,1.0,0.9417873451868801,-0.9608678309969685,0.9742985830297457
embedded_5,0.984337986771826,-0.3840187038122858,-0.9024274990996487,-0.9240584487607029,0.9417873451868801,1.0,-0.8564865948477878,0.8877267315924433
embedded_6,-0.8929212112149542,-0.02366922742521147,0.9891992264654381,0.9695371519399661,-0.9608678309969685,-0.8564865948477878,1.0,-0.9927820105961997
embedded_7,0.925178406277681,-0.03014245157879221,-0.991684554790715,-0.9794935879510107,0.9742985830297457,0.8877267315924433,-0.9927820105961997,1.0
