,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,-0.010974559801667843,0.8322509448144438,0.9989316704562122
chunk_number_in_heap,-0.010974559801667843,1.0,-0.003922999248879067,-0.01168327197498176
chunk_ptrs,0.8322509448144438,-0.003922999248879067,1.0,0.8059487323384821
chunk_vns,0.9989316704562122,-0.01168327197498176,0.8059487323384821,1.0
