pipeline_name,start_time,end_time,duration,random_seed,dataset_path,data_loading_duration,training_dataset_origin,testing_dataset_origin,max_token_number,model_training_duration,gen_embedding_duration,system,node_name,release,version,machine,processor,physical_cores,total_cores,total_memory,available_memory
Pipeline.Word2Vec,1698069635.6360133,1698069664.9492447,29.313231468200684,42,/home/clement/Documents/github/mem2graph/data/39_filtered_chunk_extraction_-a_chunk-header-node_-e_only-max-entropy_-s_activate/,0.585726000,training,,,,0.875921000,Linux,nixos,6.1.57,#1-NixOS SMP PREEMPT_DYNAMIC Tue Oct 10 20:00:46 UTC 2023,x86_64,,4,8,16553832448,7331590144
