,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.04227795371782155,0.11943978940204426,0.997900599107318
chunk_number_in_heap,0.04227795371782155,1.0,0.0015909009211236681,0.04241354826086026
chunk_ptrs,0.11943978940204426,0.0015909009211236681,1.0,0.0548894603041842
chunk_vns,0.997900599107318,0.04241354826086026,0.0548894603041842,1.0
