,chns_ancestor_2,chns_ancestor_3,chns_ancestor_4,chns_ancestor_5,chns_ancestor_6,chns_ancestor_7,chns_ancestor_8,chns_children_2,chns_children_3,chns_children_4,chns_children_5,chns_children_6,chns_children_7,chns_children_8,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chns_ancestor_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5965819140456932,0.5669788646979509,0.4610940921486253,0.37271378746518113,0.323316948350954,0.3012794455262044,0.28790275003824883,0.6179930591331921,0.11032269066608305,0.5858470771434542,0.6155550924386081
chns_ancestor_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5965819140456932,0.5669788646979509,0.4610940921486253,0.37271378746518113,0.323316948350954,0.3012794455262044,0.28790275003824883,0.6179930591331921,0.11032269066608305,0.5858470771434542,0.6155550924386081
chns_ancestor_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5965819140456932,0.5669788646979509,0.4610940921486253,0.37271378746518113,0.323316948350954,0.3012794455262044,0.28790275003824883,0.6179930591331921,0.11032269066608305,0.5858470771434542,0.6155550924386081
chns_ancestor_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5965819140456932,0.5669788646979509,0.4610940921486253,0.37271378746518113,0.323316948350954,0.3012794455262044,0.28790275003824883,0.6179930591331921,0.11032269066608305,0.5858470771434542,0.6155550924386081
chns_ancestor_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5965819140456932,0.5669788646979509,0.4610940921486253,0.37271378746518113,0.323316948350954,0.3012794455262044,0.28790275003824883,0.6179930591331921,0.11032269066608305,0.5858470771434542,0.6155550924386081
chns_ancestor_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5965819140456932,0.5669788646979509,0.4610940921486253,0.37271378746518113,0.323316948350954,0.3012794455262044,0.28790275003824883,0.6179930591331921,0.11032269066608305,0.5858470771434542,0.6155550924386081
chns_ancestor_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5965819140456932,0.5669788646979509,0.4610940921486253,0.37271378746518113,0.323316948350954,0.3012794455262044,0.28790275003824883,0.6179930591331921,0.11032269066608305,0.5858470771434542,0.6155550924386081
chns_children_2,0.5965819140456932,0.5965819140456932,0.5965819140456932,0.5965819140456932,0.5965819140456932,0.5965819140456932,0.5965819140456932,1.0,0.9147995277409284,0.7761306906456951,0.6501584200547379,0.5803094054919207,0.546300760737763,0.5242495980730315,0.8785936327993076,0.07683651667293584,0.99556176569355,0.8690286625971675
chns_children_3,0.5669788646979509,0.5669788646979509,0.5669788646979509,0.5669788646979509,0.5669788646979509,0.5669788646979509,0.5669788646979509,0.9147995277409284,1.0,0.9318159945779979,0.8290570213200935,0.7584452150770439,0.719591310651254,0.6933756910482695,0.9309974268554577,0.07011858885238428,0.9030693317755379,0.9266480617648101
chns_children_4,0.4610940921486253,0.4610940921486253,0.4610940921486253,0.4610940921486253,0.4610940921486253,0.4610940921486253,0.4610940921486253,0.7761306906456951,0.9318159945779979,1.0,0.966637500563758,0.9193137789242347,0.8826059661159645,0.855437208262353,0.7825681206872346,0.053128558457421274,0.7753355245274417,0.7782955524858747
chns_children_5,0.37271378746518113,0.37271378746518113,0.37271378746518113,0.37271378746518113,0.37271378746518113,0.37271378746518113,0.37271378746518113,0.6501584200547379,0.8290570213200935,0.966637500563758,1.0,0.9856108704602841,0.9600701079571211,0.9383160865520335,0.6558646502089653,0.036488769836316624,0.6575835134207297,0.6519884612140114
chns_children_6,0.323316948350954,0.323316948350954,0.323316948350954,0.323316948350954,0.323316948350954,0.323316948350954,0.323316948350954,0.5803094054919207,0.7584452150770439,0.9193137789242347,0.9856108704602841,1.0,0.9915376760005586,0.9787521409630178,0.5793650583786186,0.024832742589792085,0.5938094380077911,0.5754492329649223
chns_children_7,0.3012794455262044,0.3012794455262044,0.3012794455262044,0.3012794455262044,0.3012794455262044,0.3012794455262044,0.3012794455262044,0.546300760737763,0.719591310651254,0.8826059661159645,0.9600701079571211,0.9915376760005586,1.0,0.9969187658450083,0.544761167983177,0.01873227184335206,0.5618159217567085,0.5409471111092822
