,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.021320899349807885,0.10477825186819174,0.9151612169553232
chunk_number_in_heap,0.021320899349807885,1.0,0.566876075981846,-0.20621934063957592
chunk_ptrs,0.10477825186819174,0.566876075981846,1.0,-0.3029987628422849
chunk_vns,0.9151612169553232,-0.20621934063957592,-0.3029987628422849,1.0
