,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.04784328410335404,0.23784676220743486,0.9789139040337591
chunk_number_in_heap,0.04784328410335404,1.0,0.11950904829602649,0.024057467359292435
chunk_ptrs,0.23784676220743486,0.11950904829602649,1.0,0.03457195602142372
chunk_vns,0.9789139040337591,0.024057467359292435,0.03457195602142372,1.0
