,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.015159608044200521,0.8747216426361019,0.9995503344160042
chunk_number_in_heap,0.015159608044200521,1.0,0.019990600729524518,0.014793539138652388
chunk_ptrs,0.8747216426361019,0.019990600729524518,1.0,0.8600033264072073
chunk_vns,0.9995503344160042,0.014793539138652388,0.8600033264072073,1.0
