,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.123324681612105,0.08080379904459362,0.9999956434283557
chunk_number_in_heap,0.123324681612105,1.0,0.05275251800506904,0.12320272822776591
chunk_ptrs,0.08080379904459362,0.05275251800506904,1.0,0.07791154215343499
chunk_vns,0.9999956434283557,0.12320272822776591,0.07791154215343499,1.0
