,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.18988251635351874,0.04532126279704392,0.9998455212451718
chunk_number_in_heap,0.18988251635351874,1.0,0.21357019526302004,0.18624693528287298
chunk_ptrs,0.04532126279704392,0.21357019526302004,1.0,0.027755816005930453
chunk_vns,0.9998455212451718,0.18624693528287298,0.027755816005930453,1.0
