,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.04227795371782297,0.1194397894020417,0.9979005991073113
chunk_number_in_heap,0.04227795371782297,1.0,0.0015909009211237772,0.04241354826085979
chunk_ptrs,0.1194397894020417,0.0015909009211237772,1.0,0.05488946030418491
chunk_vns,0.9979005991073113,0.04241354826085979,0.05488946030418491,1.0
