,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.1233246816121039,0.08080379904459399,0.9999956434283473
chunk_number_in_heap,0.1233246816121039,1.0,0.052752518005068624,0.12320272822776601
chunk_ptrs,0.08080379904459399,0.052752518005068624,1.0,0.07791154215343501
chunk_vns,0.9999956434283473,0.12320272822776601,0.07791154215343501,1.0
