,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.8624765980185103,-0.11518404054649016,0.9999992742113117
chunk_number_in_heap,0.8624765980185103,1.0,-0.048816711915684055,0.8624146617066315
chunk_ptrs,-0.11518404054649016,-0.048816711915684055,1.0,-0.11637988714536114
chunk_vns,0.9999992742113117,0.8624146617066315,-0.11637988714536114,1.0
