,chns_children_2,chns_children_3,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns,ptrs_ancestor_1,ptrs_ancestor_2,ptrs_ancestor_3,ptrs_ancestor_4,ptrs_ancestor_5,ptrs_ancestor_6,ptrs_ancestor_7,ptrs_ancestor_8,ptrs_children_1,ptrs_children_2,ptrs_children_3,ptrs_children_4,ptrs_children_5,ptrs_children_6,ptrs_children_7,ptrs_children_8
chns_children_2,1.0,-6.221323164946417e-05,0.010349250817897136,0.03821265401001314,0.014485378333877561,0.009577561917414289,0.014485378333877561,0.01605557542145275,0.01605557542145275,0.01605557542145275,0.01605557542145275,0.01605557542145275,0.01605557542145275,0.01605557542145275,0.014485378333877561,0.0032033951010775005,0.033742518096549934,0.038590705057661406,0.020464193387727578,-0.0008555015945748587,-0.0006499410409975265,-0.0007589374774714717
chns_children_3,-6.221323164946417e-05,1.0,-0.00030394369299497774,0.00912729642696289,0.003946450109684797,-0.000537260581229849,0.003946450109684797,0.004354778624868775,0.004354778624868775,0.004354778624868775,0.004354778624868775,0.004354778624868775,0.004354778624868775,0.004354778624868775,0.003946450109684797,0.0005871421554110645,-0.0007502273559646965,0.01053729231273118,-0.0005305482160674366,-0.00038601367886761397,-0.0002932620276495991,-0.0003424426670470924
chunk_byte_size,0.010349250817897136,-0.00030394369299497774,1.0,0.056721913654152294,0.1548902952500954,0.9983246463177233,0.1548902952500954,0.14783543554309034,0.14783543554309034,0.14783543554309034,0.14783543554309034,0.14783543554309034,0.14783543554309034,0.14783543554309034,0.1548902952500954,0.08287333073529221,0.03223672465613777,0.026145798032720054,0.024975617207654895,0.02292685800785954,0.02068818072108491,-0.004125799496664497
chunk_number_in_heap,0.03821265401001314,0.00912729642696289,0.056721913654152294,1.0,-0.0009432523102707811,0.057194592546818815,-0.0009432523102707811,-0.03046467396421302,-0.03046467396421302,-0.03046467396421302,-0.03046467396421302,-0.03046467396421302,-0.03046467396421302,-0.03046467396421302,-0.0009432523102707811,-0.03715135416223923,0.0067564450105172605,-0.0018050838883228281,-0.00932801490886228,-0.022383230807833186,-0.028778122351737486,-0.002503438883175165
chunk_ptrs,0.014485378333877561,0.003946450109684797,0.1548902952500954,-0.0009432523102707811,1.0,0.09746915541757414,1.0,0.9891935737142293,0.9891935737142293,0.9891935737142293,0.9891935737142293,0.9891935737142293,0.9891935737142293,0.9891935737142293,1.0,0.8913746671633996,0.21054465079473936,0.20047157586522213,0.19711190161699368,0.19418961639578133,0.18713276195652767,0.013666101012491542
chunk_vns,0.009577561917414289,-0.000537260581229849,0.9983246463177233,0.057194592546818815,0.09746915541757414,1.0,0.09746915541757414,0.09099484796622996,0.09099484796622996,0.09099484796622996,0.09099484796622996,0.09099484796622996,0.09099484796622996,0.09099484796622996,0.09746915541757414,0.03128125724867115,0.020143603596167278,0.01459744180365586,0.01361471937899201,0.01172371247029936,0.0098821304690797,-0.004955955816469163
ptrs_ancestor_1,0.014485378333877561,0.003946450109684797,0.1548902952500954,-0.0009432523102707811,1.0,0.09746915541757414,1.0,0.9891935737142293,0.9891935737142293,0.9891935737142293,0.9891935737142293,0.9891935737142293,0.9891935737142293,0.9891935737142293,1.0,0.8913746671633996,0.21054465079473936,0.20047157586522213,0.19711190161699368,0.19418961639578133,0.18713276195652767,0.013666101012491542
ptrs_ancestor_2,0.01605557542145275,0.004354778624868775,0.14783543554309034,-0.03046467396421302,0.9891935737142293,0.09099484796622996,0.9891935737142293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9891935737142293,0.8735529666503655,0.21587606157980047,0.20307142404795678,0.19762562105182743,0.19122221853682603,0.18201330041621827,0.016819779274254418
ptrs_ancestor_3,0.01605557542145275,0.004354778624868775,0.14783543554309034,-0.03046467396421302,0.9891935737142293,0.09099484796622996,0.9891935737142293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9891935737142293,0.8735529666503655,0.21587606157980047,0.20307142404795678,0.19762562105182743,0.19122221853682603,0.18201330041621827,0.016819779274254418
ptrs_ancestor_4,0.01605557542145275,0.004354778624868775,0.14783543554309034,-0.03046467396421302,0.9891935737142293,0.09099484796622996,0.9891935737142293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9891935737142293,0.8735529666503655,0.21587606157980047,0.20307142404795678,0.19762562105182743,0.19122221853682603,0.18201330041621827,0.016819779274254418
