,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.04784328410335254,0.23784676220744116,0.9789139040337812
chunk_number_in_heap,0.04784328410335254,1.0,0.1195090482960299,0.024057467359292067
chunk_ptrs,0.23784676220744116,0.1195090482960299,1.0,0.034571956021422615
chunk_vns,0.9789139040337812,0.024057467359292067,0.034571956021422615,1.0
