,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.015159608044200284,0.8747216426361034,0.9995503344160043
chunk_number_in_heap,0.015159608044200284,1.0,0.019990600729524355,0.014793539138652318
chunk_ptrs,0.8747216426361034,0.019990600729524355,1.0,0.8600033264072046
chunk_vns,0.9995503344160043,0.014793539138652318,0.8600033264072046,1.0
