,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.04927563214738791,0.19195128440509718,0.9864259447680432
chunk_number_in_heap,0.04927563214738791,1.0,-0.03731037815830419,0.05658939581263194
chunk_ptrs,0.19195128440509718,-0.03731037815830419,1.0,0.04393872431216523
chunk_vns,0.9864259447680432,0.05658939581263194,0.04393872431216523,1.0
