,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.04927563214738772,0.1919512844050955,0.9864259447680422
chunk_number_in_heap,0.04927563214738772,1.0,-0.03731037815830395,0.05658939581263187
chunk_ptrs,0.1919512844050955,-0.03731037815830395,1.0,0.04393872431216527
chunk_vns,0.9864259447680422,0.05658939581263187,0.04393872431216527,1.0
