,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.39327847042004876,-0.01538044262777703,0.9999152330397232
chunk_number_in_heap,0.39327847042004876,1.0,0.17453931883639406,0.3908933792324141
chunk_ptrs,-0.01538044262777703,0.17453931883639406,1.0,-0.028397836997076466
chunk_vns,0.9999152330397232,0.3908933792324141,-0.028397836997076466,1.0
