,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,-0.031976377624094277,0.18522386069175759,0.9602553232489495
chunk_number_in_heap,-0.031976377624094277,1.0,0.1412281849822454,-0.07258749849251563
chunk_ptrs,0.18522386069175759,0.1412281849822454,1.0,-0.09622069308452325
chunk_vns,0.9602553232489495,-0.07258749849251563,-0.09622069308452325,1.0
