,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,-0.10479930176355243,-0.10697501825603792,0.8611327930131404
chunk_number_in_heap,-0.10479930176355243,1.0,0.5145153314875338,-0.34711486351853665
chunk_ptrs,-0.10697501825603792,0.5145153314875338,1.0,-0.5967723578453552
chunk_vns,0.8611327930131404,-0.34711486351853665,-0.5967723578453552,1.0
