,chns_ancestor_2,chns_ancestor_3,chns_ancestor_4,chns_ancestor_5,chns_ancestor_6,chns_ancestor_7,chns_ancestor_8,chns_children_2,chns_children_3,chns_children_4,chns_children_5,chns_children_6,chns_children_7,chns_children_8,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chns_ancestor_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4619726792255902,0.5009942200363691,0.46036756590209416,0.40167833115368284,0.3495435701636703,0.3189400906316012,0.30204572960826753,0.27704314820478204,0.08031530690251285,0.4594211352436124,0.2711614916392385
chns_ancestor_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4619726792255902,0.5009942200363691,0.46036756590209416,0.40167833115368284,0.3495435701636703,0.3189400906316012,0.30204572960826753,0.27704314820478204,0.08031530690251285,0.4594211352436124,0.2711614916392385
chns_ancestor_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4619726792255902,0.5009942200363691,0.46036756590209416,0.40167833115368284,0.3495435701636703,0.3189400906316012,0.30204572960826753,0.27704314820478204,0.08031530690251285,0.4594211352436124,0.2711614916392385
chns_ancestor_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4619726792255902,0.5009942200363691,0.46036756590209416,0.40167833115368284,0.3495435701636703,0.3189400906316012,0.30204572960826753,0.27704314820478204,0.08031530690251285,0.4594211352436124,0.2711614916392385
chns_ancestor_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4619726792255902,0.5009942200363691,0.46036756590209416,0.40167833115368284,0.3495435701636703,0.3189400906316012,0.30204572960826753,0.27704314820478204,0.08031530690251285,0.4594211352436124,0.2711614916392385
chns_ancestor_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4619726792255902,0.5009942200363691,0.46036756590209416,0.40167833115368284,0.3495435701636703,0.3189400906316012,0.30204572960826753,0.27704314820478204,0.08031530690251285,0.4594211352436124,0.2711614916392385
chns_ancestor_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4619726792255902,0.5009942200363691,0.46036756590209416,0.40167833115368284,0.3495435701636703,0.3189400906316012,0.30204572960826753,0.27704314820478204,0.08031530690251285,0.4594211352436124,0.2711614916392385
chns_children_2,0.4619726792255902,0.4619726792255902,0.4619726792255902,0.4619726792255902,0.4619726792255902,0.4619726792255902,0.4619726792255902,1.0,0.9365630128881621,0.8536040253706152,0.7609978898152802,0.6933262785221519,0.6499499940427108,0.6262027472274811,0.2832846233360902,0.024482723838458842,0.9982358887163311,0.2691483010857425
chns_children_3,0.5009942200363691,0.5009942200363691,0.5009942200363691,0.5009942200363691,0.5009942200363691,0.5009942200363691,0.5009942200363691,0.9365630128881621,1.0,0.9635296673734917,0.8808914953748398,0.7996781252970496,0.7469480617777702,0.716323851811343,0.3232941241008878,0.022534414718446135,0.9354961317526508,0.3102918353304635
chns_children_4,0.46036756590209416,0.46036756590209416,0.46036756590209416,0.46036756590209416,0.46036756590209416,0.46036756590209416,0.46036756590209416,0.8536040253706152,0.9635296673734917,1.0,0.9683727682700211,0.9016206481722753,0.844888120123352,0.8079790906484683,0.30212292612947883,0.013193142214730426,0.8568323320917299,0.29023969163696717
chns_children_5,0.40167833115368284,0.40167833115368284,0.40167833115368284,0.40167833115368284,0.40167833115368284,0.40167833115368284,0.40167833115368284,0.7609978898152802,0.8808914953748398,0.9683727682700211,1.0,0.9738341615612652,0.9276821075321973,0.890682561360989,0.2660965692897657,0.007618308670599414,0.7680996882252985,0.25542403688259296
