,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.04784328410335462,0.23784676220742712,0.9789139040337509
chunk_number_in_heap,0.04784328410335462,1.0,0.11950904829602735,0.02405746735929271
chunk_ptrs,0.23784676220742712,0.11950904829602735,1.0,0.0345719560214228
chunk_vns,0.9789139040337509,0.02405746735929271,0.0345719560214228,1.0
