,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.12332468161210487,0.08080379904459377,0.9999956434283502
chunk_number_in_heap,0.12332468161210487,1.0,0.05275251800506863,0.12320272822776769
chunk_ptrs,0.08080379904459377,0.05275251800506863,1.0,0.077911542153435
chunk_vns,0.9999956434283502,0.12320272822776769,0.077911542153435,1.0
