,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.015159608044200176,0.8747216426360973,0.9995503344160095
chunk_number_in_heap,0.015159608044200176,1.0,0.019990600729524566,0.014793539138652417
chunk_ptrs,0.8747216426360973,0.019990600729524566,1.0,0.8600033264072127
chunk_vns,0.9995503344160095,0.014793539138652417,0.8600033264072127,1.0
