,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,0.18988251635352046,0.04532126279704142,0.9998455212451883
chunk_number_in_heap,0.18988251635352046,1.0,0.2135701952630165,0.18624693528287625
chunk_ptrs,0.04532126279704142,0.2135701952630165,1.0,0.027755816005929912
chunk_vns,0.9998455212451883,0.18624693528287625,0.027755816005929912,1.0
