,byte_0,byte_1,byte_10,byte_11,byte_2,byte_3,byte_4,byte_5,byte_6,byte_7,byte_8,byte_9,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
byte_0,1.0,0.6211512232348689,0.04658128745461053,0.12619427144374457,0.4548646130854276,0.2789578492420583,0.2695508913343408,0.24671444015108518,-0.2702140667560718,-0.2501000511362582,-0.18806202336602354,-0.1856831756853877,-0.03255698359401195,0.5482745238872692,-0.04943667909971846,-0.028697214132597855
byte_1,0.6211512232348689,1.0,0.03757395186330371,0.11885736422915671,0.4775297172278132,0.2893343147916367,0.27234114134209053,0.24486992824714765,-0.27311722401871075,-0.2563084638121211,-0.19275320613360697,-0.18925137143720094,-0.0334896247448969,0.5642623783574416,-0.05186039615419592,-0.029426710563561262
byte_10,0.04658128745461053,0.03757395186330371,1.0,0.45127157899099607,-0.11668084426267453,-0.19678792244618407,-0.17023386331184662,-0.13149543175192627,-0.16614182827823246,-0.17553512034057156,0.424927934538115,0.43030924873358156,-0.01778146195489415,-0.11700739178204063,-0.1214793952031071,-0.006638661727664561
byte_11,0.12619427144374457,0.11885736422915671,0.45127157899099607,1.0,0.0162850188724521,0.08772209944511107,0.04536558932324724,0.0034836481036788964,-0.13471522265973054,-0.12038963698490508,0.16530451804118135,0.18375450622867814,-0.012129842975663828,0.013386978624629408,0.07495725043606624,-0.019573070899505805
byte_2,0.4548646130854276,0.4775297172278132,-0.11668084426267453,0.0162850188724521,1.0,0.4650088455321615,0.44937969728923177,0.428067440097356,0.09946664539873988,0.0970926110094652,-0.3888909700720508,-0.3674982800982056,-0.015010306973371666,0.4289230063631892,0.27170863705894294,-0.041296732825373446
byte_3,0.2789578492420583,0.2893343147916367,-0.19678792244618407,0.08772209944511107,0.4650088455321615,1.0,0.4376371651851584,0.43106772439609037,0.23457560322688334,0.23847042201230573,-0.4025569342287561,-0.37930951679536745,-0.004501839255306354,0.2800845466835094,0.3726444956396796,-0.04013255075126932
byte_4,0.2695508913343408,0.27234114134209053,-0.17023386331184662,0.04536558932324724,0.44937969728923177,0.4376371651851584,1.0,0.432832650509886,0.23999334762408822,0.23694227236744655,-0.40957602470065163,-0.381775672435062,-0.00262233736412441,0.27905434688457054,0.3880876630359226,-0.03966828481981832
byte_5,0.24671444015108518,0.24486992824714765,-0.13149543175192627,0.0034836481036788964,0.428067440097356,0.43106772439609037,0.432832650509886,1.0,0.2783877986656949,0.2908612414745943,-0.3214397196042559,-0.31423622368782606,-0.007285731430319984,0.22666775231542727,0.3620426670193891,-0.041968581304398435
byte_6,-0.2702140667560718,-0.27311722401871075,-0.16614182827823246,-0.13471522265973054,0.09946664539873988,0.23457560322688334,0.23999334762408822,0.2783877986656949,1.0,0.689634990702425,-0.10802305538925093,-0.08840413961457252,0.04015470908137221,-0.3138634363248057,0.3756122845066111,0.00540215268854402
byte_7,-0.2501000511362582,-0.2563084638121211,-0.17553512034057156,-0.12038963698490508,0.0970926110094652,0.23847042201230573,0.23694227236744655,0.2908612414745943,0.689634990702425,1.0,-0.09184338207366269,-0.07230364955145124,0.04385625393233182,-0.30477888282474874,0.3528271417501907,0.011370039525062547
byte_8,-0.18806202336602354,-0.19275320613360697,0.424927934538115,0.16530451804118135,-0.3888909700720508,-0.4025569342287561,-0.40957602470065163,-0.3214397196042559,-0.10802305538925093,-0.09184338207366269,1.0,0.7141989927845939,-0.01656642517768677,-0.3326580274903097,-0.5281648576125363,0.033328174450599456
byte_9,-0.1856831756853877,-0.18925137143720094,0.43030924873358156,0.18375450622867814,-0.3674982800982056,-0.37930951679536745,-0.381775672435062,-0.31423622368782606,-0.08840413961457252,-0.07230364955145124,0.7141989927845939,1.0,-0.014485550271006821,-0.3205625054457137,-0.5217541694853605,0.03487852601059838
chunk_byte_size,-0.03255698359401195,-0.0334896247448969,-0.01778146195489415,-0.012129842975663828,-0.015010306973371666,-0.004501839255306354,-0.00262233736412441,-0.007285731430319984,0.04015470908137221,0.04385625393233182,-0.01656642517768677,-0.014485550271006821,1.0,5.0754744092479997e-05,0.3232801682464478,0.9959118884476184
chunk_number_in_heap,0.5482745238872692,0.5642623783574416,-0.11700739178204063,0.013386978624629408,0.4289230063631892,0.2800845466835094,0.27905434688457054,0.22666775231542727,-0.3138634363248057,-0.30477888282474874,-0.3326580274903097,-0.3205625054457137,5.0754744092479997e-05,1.0,0.01170286669583103,-0.001109014325460967
chunk_ptrs,-0.04943667909971846,-0.05186039615419592,-0.1214793952031071,0.07495725043606624,0.27170863705894294,0.3726444956396796,0.3880876630359226,0.3620426670193891,0.3756122845066111,0.3528271417501907,-0.5281648576125363,-0.5217541694853605,0.3232801682464478,0.01170286669583103,1.0,0.23654473367778975
chunk_vns,-0.028697214132597855,-0.029426710563561262,-0.006638661727664561,-0.019573070899505805,-0.041296732825373446,-0.04013255075126932,-0.03966828481981832,-0.041968581304398435,0.00540215268854402,0.011370039525062547,0.033328174450599456,0.03487852601059838,0.9959118884476184,-0.001109014325460967,0.23654473367778975,1.0
