,chns_children_2,chns_children_3,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns,ptrs_ancestor_1,ptrs_ancestor_2,ptrs_ancestor_3,ptrs_ancestor_4,ptrs_ancestor_5,ptrs_ancestor_6,ptrs_ancestor_7,ptrs_ancestor_8,ptrs_children_1,ptrs_children_2,ptrs_children_3,ptrs_children_4,ptrs_children_5,ptrs_children_6,ptrs_children_7,ptrs_children_8
chns_children_2,1.0,-3.0572756187962045e-05,-0.00039203125350438056,0.0007621386030219255,0.0013913819619193611,-0.0005345131312955787,0.0013913819619193611,0.0015631768216396447,0.0015631768216396447,0.0015631768216396447,0.0015631768216396447,0.0015631768216396447,0.0015631768216396447,0.0015631768216396447,0.0013913819619193611,-0.0022112131515391793,0.06453778471473745,0.04333696588045462,0.00665597180536417,0.0082961099531751,0.0004982084929798109,-0.00034978778251637446
chns_children_3,-3.0572756187962045e-05,1.0,0.002086297537639192,-0.001361528381073498,0.027393515371204692,-0.0004683444259384987,0.027393515371204692,0.022228578627154962,0.022228578627154962,0.022228578627154962,0.022228578627154962,0.022228578627154962,0.022228578627154962,0.022228578627154962,0.027393515371204692,0.009832108539790963,-0.0006856921308482245,0.06074396024275148,0.03482885315423395,0.020999567132613316,0.02583264147319524,-0.0003064866859413028
chunk_byte_size,-0.00039203125350438056,0.002086297537639192,1.0,5.075474409248709e-05,0.3232801682463405,0.9959118884475908,0.3232801682463405,0.21189133269433674,0.21189133269433674,0.21189133269433674,0.21189133269433674,0.21189133269433674,0.21189133269433674,0.21189133269433674,0.3232801682463405,0.2417812196564099,0.09239648450200388,0.013228876343113566,0.007213555577807588,0.0015691782528080543,-0.0035008193618641928,-0.0033478659779798
chunk_number_in_heap,0.0007621386030219255,-0.001361528381073498,5.075474409248709e-05,1.0,0.011702866695833694,-0.0011090143254611896,0.011702866695833694,-0.16959485871300556,-0.16959485871300556,-0.16959485871300556,-0.16959485871300556,-0.16959485871300556,-0.16959485871300556,-0.16959485871300556,0.011702866695833694,-0.23652979342829955,-0.020271509668966795,-0.022032231407811687,-0.025018638252619754,-0.030120594506437434,-0.031907727792919824,-0.028640151054177127
chunk_ptrs,0.0013913819619193611,0.027393515371204692,0.3232801682463405,0.011702866695833694,1.0,0.23654473367766551,1.0,0.9017528769828359,0.9017528769828359,0.9017528769828359,0.9017528769828359,0.9017528769828359,0.9017528769828359,0.9017528769828359,1.0,0.718545687114861,0.21962606172580748,0.1811682757536383,0.15303850765120286,0.1259869415909128,0.10234217699288148,0.08829119730913812
chunk_vns,-0.0005345131312955787,-0.0004683444259384987,0.9959118884475908,-0.0011090143254611896,0.23654473367766551,1.0,0.23654473367766551,0.13156304711233882,0.13156304711233882,0.13156304711233882,0.13156304711233882,0.13156304711233882,0.13156304711233882,0.13156304711233882,0.23654473367766551,0.17962857060307466,0.07385458735178808,-0.003770670293537626,-0.007175858527708529,-0.010393216424529865,-0.013342017360159365,-0.01184649758977948
ptrs_ancestor_1,0.0013913819619193611,0.027393515371204692,0.3232801682463405,0.011702866695833694,1.0,0.23654473367766551,1.0,0.9017528769828359,0.9017528769828359,0.9017528769828359,0.9017528769828359,0.9017528769828359,0.9017528769828359,0.9017528769828359,1.0,0.718545687114861,0.21962606172580748,0.1811682757536383,0.15303850765120286,0.1259869415909128,0.10234217699288148,0.08829119730913812
ptrs_ancestor_2,0.0015631768216396447,0.022228578627154962,0.21189133269433674,-0.16959485871300556,0.9017528769828359,0.13156304711233882,0.9017528769828359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9017528769828359,0.7084845961665724,0.2135696466381424,0.1804088612891733,0.14642555665627216,0.11540704907698712,0.08848522669555296,0.07516563969793377
ptrs_ancestor_3,0.0015631768216396447,0.022228578627154962,0.21189133269433674,-0.16959485871300556,0.9017528769828359,0.13156304711233882,0.9017528769828359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9017528769828359,0.7084845961665724,0.2135696466381424,0.1804088612891733,0.14642555665627216,0.11540704907698712,0.08848522669555296,0.07516563969793377
ptrs_ancestor_4,0.0015631768216396447,0.022228578627154962,0.21189133269433674,-0.16959485871300556,0.9017528769828359,0.13156304711233882,0.9017528769828359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9017528769828359,0.7084845961665724,0.2135696466381424,0.1804088612891733,0.14642555665627216,0.11540704907698712,0.08848522669555296,0.07516563969793377
ptrs_ancestor_5,0.0015631768216396447,0.022228578627154962,0.21189133269433674,-0.16959485871300556,0.9017528769828359,0.13156304711233882,0.9017528769828359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9017528769828359,0.7084845961665724,0.2135696466381424,0.1804088612891733,0.14642555665627216,0.11540704907698712,0.08848522669555296,0.07516563969793377
ptrs_ancestor_6,0.0015631768216396447,0.022228578627154962,0.21189133269433674,-0.16959485871300556,0.9017528769828359,0.13156304711233882,0.9017528769828359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9017528769828359,0.7084845961665724,0.2135696466381424,0.1804088612891733,0.14642555665627216,0.11540704907698712,0.08848522669555296,0.07516563969793377
ptrs_ancestor_7,0.0015631768216396447,0.022228578627154962,0.21189133269433674,-0.16959485871300556,0.9017528769828359,0.13156304711233882,0.9017528769828359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9017528769828359,0.7084845961665724,0.2135696466381424,0.1804088612891733,0.14642555665627216,0.11540704907698712,0.08848522669555296,0.07516563969793377
ptrs_ancestor_8,0.0015631768216396447,0.022228578627154962,0.21189133269433674,-0.16959485871300556,0.9017528769828359,0.13156304711233882,0.9017528769828359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9017528769828359,0.7084845961665724,0.2135696466381424,0.1804088612891733,0.14642555665627216,0.11540704907698712,0.08848522669555296,0.07516563969793377
