,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chunk_byte_size,1.0,-0.01708574120725961,0.13471121478723797,0.9860420913911633
chunk_number_in_heap,-0.01708574120725961,1.0,-0.027736376588149623,-0.017057821819366225
chunk_ptrs,0.13471121478723797,-0.027736376588149623,1.0,-0.01576606253185376
chunk_vns,0.9860420913911633,-0.017057821819366225,-0.01576606253185376,1.0
