,chns_ancestor_2,chns_ancestor_3,chns_ancestor_4,chns_ancestor_5,chns_ancestor_6,chns_ancestor_7,chns_ancestor_8,chns_children_2,chns_children_3,chns_children_4,chns_children_5,chns_children_6,chns_children_7,chns_children_8,chunk_byte_size,chunk_number_in_heap,chunk_ptrs,chunk_vns
chns_ancestor_2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17009063835907645,0.12122597756423507,0.11757830792630862,0.11026673289715573,0.10743153239241322,0.10546542872413017,0.10620451615280156,0.02693662878463516,-0.03693541850078728,0.16988522302396572,0.02141460472244525
chns_ancestor_3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17009063835907645,0.12122597756423507,0.11757830792630862,0.11026673289715573,0.10743153239241322,0.10546542872413017,0.10620451615280156,0.02693662878463516,-0.03693541850078728,0.16988522302396572,0.02141460472244525
chns_ancestor_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17009063835907645,0.12122597756423507,0.11757830792630862,0.11026673289715573,0.10743153239241322,0.10546542872413017,0.10620451615280156,0.02693662878463516,-0.03693541850078728,0.16988522302396572,0.02141460472244525
chns_ancestor_5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17009063835907645,0.12122597756423507,0.11757830792630862,0.11026673289715573,0.10743153239241322,0.10546542872413017,0.10620451615280156,0.02693662878463516,-0.03693541850078728,0.16988522302396572,0.02141460472244525
chns_ancestor_6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17009063835907645,0.12122597756423507,0.11757830792630862,0.11026673289715573,0.10743153239241322,0.10546542872413017,0.10620451615280156,0.02693662878463516,-0.03693541850078728,0.16988522302396572,0.02141460472244525
chns_ancestor_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17009063835907645,0.12122597756423507,0.11757830792630862,0.11026673289715573,0.10743153239241322,0.10546542872413017,0.10620451615280156,0.02693662878463516,-0.03693541850078728,0.16988522302396572,0.02141460472244525
chns_ancestor_8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17009063835907645,0.12122597756423507,0.11757830792630862,0.11026673289715573,0.10743153239241322,0.10546542872413017,0.10620451615280156,0.02693662878463516,-0.03693541850078728,0.16988522302396572,0.02141460472244525
chns_children_2,0.17009063835907645,0.17009063835907645,0.17009063835907645,0.17009063835907645,0.17009063835907645,0.17009063835907645,0.17009063835907645,1.0,0.8711139861076536,0.7939469638688028,0.7638848363063171,0.746505957492,0.7358620743334544,0.7332432712504422,0.08894445540039737,0.026168255358514688,0.5732515912583314,0.0703006803248762
chns_children_3,0.12122597756423507,0.12122597756423507,0.12122597756423507,0.12122597756423507,0.12122597756423507,0.12122597756423507,0.12122597756423507,0.8711139861076536,1.0,0.9816303225133323,0.962257917207253,0.9485349189024529,0.9391225756606055,0.9361405146958596,0.06032152524296748,0.05114527955304693,0.24202623357675773,0.05253713456958258
chns_children_4,0.11757830792630862,0.11757830792630862,0.11757830792630862,0.11757830792630862,0.11757830792630862,0.11757830792630862,0.11757830792630862,0.7939469638688028,0.9816303225133323,1.0,0.993154537483308,0.9841395931889934,0.9767769751895897,0.9724509368596276,0.05124751186009616,0.06173085943938436,0.1609303821659484,0.04611295211272309
chns_children_5,0.11026673289715573,0.11026673289715573,0.11026673289715573,0.11026673289715573,0.11026673289715573,0.11026673289715573,0.11026673289715573,0.7638848363063171,0.962257917207253,0.993154537483308,1.0,0.997266378349039,0.9926550522019562,0.9888522211696734,0.04866692963552517,0.06415856420149176,0.13109953205584235,0.04450976045313971
chns_children_6,0.10743153239241322,0.10743153239241322,0.10743153239241322,0.10743153239241322,0.10743153239241322,0.10743153239241322,0.10743153239241322,0.746505957492,0.9485349189024529,0.9841395931889934,0.997266378349039,1.0,0.9983967548595595,0.9954341635111524,0.04829342727172232,0.062053451325800514,0.11689916347825093,0.044604984599635564
chns_children_7,0.10546542872413017,0.10546542872413017,0.10546542872413017,0.10546542872413017,0.10546542872413017,0.10546542872413017,0.10546542872413017,0.7358620743334544,0.9391225756606055,0.9767769751895897,0.9926550522019562,0.9983967548595595,1.0,0.9984856462564028,0.04773475911756979,0.060203350132561076,0.10887911901118877,0.04430961005055593
